Created on 07-22-2018,http://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-04-10 02-AM,NEOUSD,51.41,51.41,50.89,50.92,223.65,11419.08
2018-04-10 01-AM,NEOUSD,51.7,51.71,51.01,51.41,881.53,45298.13
2018-04-10 12-AM,NEOUSD,53,53.1,51.4,51.7,1067.58,56047.06
2018-04-09 11-PM,NEOUSD,51.78,53,51.3,53,931.5,48701.39
2018-04-09 10-PM,NEOUSD,51.38,51.93,51,51.78,341.94,17606.61
2018-04-09 09-PM,NEOUSD,50.37,52.3,50.37,51.38,712.43,36607.51
2018-04-09 08-PM,NEOUSD,50.16,50.37,49.62,50.37,453.09,22704.18
2018-04-09 07-PM,NEOUSD,50.97,51.09,49.81,50.16,948.45,47969.75
2018-04-09 06-PM,NEOUSD,50.83,51.3,50.22,50.97,258.58,13162.86
2018-04-09 05-PM,NEOUSD,50.85,51.36,50.22,50.83,714.21,36239.7
2018-04-09 04-PM,NEOUSD,51.18,51.7,50.85,50.85,770.25,39579.2
2018-04-09 03-PM,NEOUSD,50.49,51.9,50.22,51.18,1804.68,92556.37
2018-04-09 02-PM,NEOUSD,50,50.49,49.15,50.49,2136.7,105795.62
2018-04-09 01-PM,NEOUSD,50.69,50.85,49.64,50,532.48,26719.58
2018-04-09 12-PM,NEOUSD,50.1,51.08,49.5,50.69,1770.18,88790.97
2018-04-09 11-AM,NEOUSD,50.64,50.72,49.1,50.1,3571.74,178419.18
2018-04-09 10-AM,NEOUSD,54.32,54.32,50.56,50.64,6256,323165.4
2018-04-09 09-AM,NEOUSD,55.34,55.8,53.7,54.32,1228.95,66958.12
2018-04-09 08-AM,NEOUSD,53.91,55.87,53.91,55.34,2553.65,140108.76
2018-04-09 07-AM,NEOUSD,54.05,54.34,53.66,53.91,746.82,40271.23
2018-04-09 06-AM,NEOUSD,54.25,54.89,53.6,54.05,1534.44,83083.21
2018-04-09 05-AM,NEOUSD,56.25,56.6,54.25,54.25,849.17,46881.6
2018-04-09 04-AM,NEOUSD,56.49,58.2,54.92,56.25,3847.21,218366
2018-04-09 03-AM,NEOUSD,54.39,56.59,53,56.49,4068.2,221490.17
2018-04-09 02-AM,NEOUSD,51.78,57.3,51.78,54.39,8421.49,462146.73
2018-04-09 01-AM,NEOUSD,50.5,52,50.5,51.78,1828.24,93916.58
2018-04-09 12-AM,NEOUSD,49.2,50.9,49.17,50.5,2170.86,108927.23
2018-04-08 11-PM,NEOUSD,48.35,49.2,48.35,49.2,522.27,25481.17
2018-04-08 10-PM,NEOUSD,47.8,48.67,47.52,48.35,1532.77,74027.33
2018-04-08 09-PM,NEOUSD,47.41,47.8,47.39,47.8,83.79,3987.86
2018-04-08 08-PM,NEOUSD,47.48,48.09,47.39,47.41,170.67,8091.69
2018-04-08 07-PM,NEOUSD,47.97,48.09,47.41,47.48,988.23,46921.65
2018-04-08 06-PM,NEOUSD,47.39,48,47.39,47.97,1077.24,51386.79
2018-04-08 05-PM,NEOUSD,47.61,47.61,47.12,47.39,584.36,27649.57
2018-04-08 04-PM,NEOUSD,48,48,47.33,47.61,463.12,22035.82
2018-04-08 03-PM,NEOUSD,47.9,48,47.56,48,1154.93,55387.33
2018-04-08 02-PM,NEOUSD,47.8,48,47.8,47.9,316.49,15168.89
2018-04-08 01-PM,NEOUSD,47.92,47.92,47.52,47.8,53.36,2542.42
2018-04-08 12-PM,NEOUSD,47.8,47.92,47.5,47.92,270.21,12889.57
2018-04-08 11-AM,NEOUSD,47,47.8,47,47.8,966.88,45787.95
2018-04-08 10-AM,NEOUSD,47.37,47.37,46.7,47,238.38,11198.78
2018-04-08 09-AM,NEOUSD,46.9,47.37,46.9,47.37,217.26,10247.04
2018-04-08 08-AM,NEOUSD,47,47,46.9,46.9,41.68,1954.82
2018-04-08 07-AM,NEOUSD,46.5,47,46.5,47,136.69,6400.33
2018-04-08 06-AM,NEOUSD,47.06,47.06,46.5,46.5,224.48,10447.1
2018-04-08 05-AM,NEOUSD,47.24,47.39,46.78,47.06,97.86,4621.73
2018-04-08 04-AM,NEOUSD,46.77,47.24,46.77,47.24,63.03,2955.26
2018-04-08 03-AM,NEOUSD,46.4,46.9,46.4,46.77,300.25,13981.88
2018-04-08 02-AM,NEOUSD,46.4,46.9,46.4,46.4,28.24,1314.03
2018-04-08 01-AM,NEOUSD,46.74,47.39,46.4,46.4,65.17,3061.32
2018-04-08 12-AM,NEOUSD,47,47.4,46.45,46.74,380.57,17767.49
2018-04-07 11-PM,NEOUSD,46.85,47.08,46.1,47,4105.88,192204.11
2018-04-07 10-PM,NEOUSD,46.97,47.39,46.85,46.85,481.93,22714.36
2018-04-07 09-PM,NEOUSD,47.6,47.6,46.97,46.97,8.84,417.84
2018-04-07 08-PM,NEOUSD,46.95,47.6,46.95,47.6,756.77,35606.62
2018-04-07 07-PM,NEOUSD,46.95,47.22,46.94,46.95,139.21,6569.07
2018-04-07 06-PM,NEOUSD,47.34,47.38,46.94,46.95,398.21,18785.24
2018-04-07 05-PM,NEOUSD,47.38,47.89,47.31,47.34,388.22,18560.05
2018-04-07 04-PM,NEOUSD,47.5,48.16,47.3,47.38,1965.17,94047.01
2018-04-07 03-PM,NEOUSD,46.59,47.55,45.98,47.5,758.98,35776.29
2018-04-07 02-PM,NEOUSD,46.1,46.59,45.83,46.59,187.26,8671.32
2018-04-07 01-PM,NEOUSD,46.43,46.43,45.56,46.1,645.95,29660.61
2018-04-07 12-PM,NEOUSD,46.25,46.71,46.21,46.43,626.9,29037.45
2018-04-07 11-AM,NEOUSD,46.77,46.83,46.25,46.25,339.44,15796.72
2018-04-07 10-AM,NEOUSD,46.45,46.99,46.3,46.77,249.66,11690.71
2018-04-07 09-AM,NEOUSD,47,47,46.29,46.45,390.01,18128.31
2018-04-07 08-AM,NEOUSD,46.57,47.46,46.5,47,597.47,28068.8
2018-04-07 07-AM,NEOUSD,46.99,47.02,46.57,46.57,315.7,14806.94
2018-04-07 06-AM,NEOUSD,46.25,47,46.25,46.99,348.01,16255.35
2018-04-07 05-AM,NEOUSD,46.1,46.93,46.1,46.25,605.71,28370.91
2018-04-07 04-AM,NEOUSD,46.68,46.68,46.06,46.1,127.81,5910.73
2018-04-07 03-AM,NEOUSD,46.46,46.68,46.25,46.68,114.45,5318.67
2018-04-07 02-AM,NEOUSD,46.69,46.69,46.22,46.46,238.41,11053.73
2018-04-07 01-AM,NEOUSD,45.43,46.92,45.43,46.69,1051.33,48380.4
2018-04-07 12-AM,NEOUSD,44.94,45.43,44.5,45.43,177.82,7992.25
2018-04-06 11-PM,NEOUSD,44.61,45,44.61,44.94,9.85,442.36
2018-04-06 10-PM,NEOUSD,44.8,45,44.61,44.61,40.27,1803.3
2018-04-06 09-PM,NEOUSD,45.08,45.08,44.8,44.8,61.97,2789.68
2018-04-06 08-PM,NEOUSD,45,45.16,44.55,45.08,327.12,14765.68
2018-04-06 07-PM,NEOUSD,44.44,45.02,44.44,45,129.66,5818.79
2018-04-06 06-PM,NEOUSD,44.5,45.2,44.44,44.44,247.01,11028.39
2018-04-06 05-PM,NEOUSD,44.9,45.04,44.45,44.5,194.77,8716.89
2018-04-06 04-PM,NEOUSD,47.29,47.29,44.44,44.9,601.24,26911.96
2018-04-06 03-PM,NEOUSD,44.8,44.9,44.4,44.74,56.07,2502.88
2018-04-06 02-PM,NEOUSD,45.05,45.05,44.34,44.8,236.55,10583.63
2018-04-06 01-PM,NEOUSD,45.21,45.21,44.75,45.05,107.1,4798.64
2018-04-06 12-PM,NEOUSD,44.92,45.23,44.61,45.21,554.84,24933.61
2018-04-06 11-AM,NEOUSD,44.6,45.6,44.18,44.92,600.61,26764.18
2018-04-06 10-AM,NEOUSD,45.4,45.6,44.6,44.6,657.99,29665.47
2018-04-06 09-AM,NEOUSD,45.35,45.6,45.11,45.4,536.24,24246.51
2018-04-06 08-AM,NEOUSD,45.48,46,45.12,45.35,2166.49,98204.3
2018-04-06 07-AM,NEOUSD,45.6,46.08,45.22,45.48,1442.06,65973.22
2018-04-06 06-AM,NEOUSD,46.49,46.49,45.34,45.6,1815.4,82945.11
2018-04-06 05-AM,NEOUSD,47,47.1,46.49,46.49,346.5,16241.78
2018-04-06 04-AM,NEOUSD,46.75,47.1,46.36,47,246.69,11575.29
2018-04-06 03-AM,NEOUSD,47.14,47.14,46.34,46.75,128.13,5966.14
2018-04-06 02-AM,NEOUSD,47.14,47.14,46.91,47.14,169.49,7987.36
2018-04-06 01-AM,NEOUSD,47.28,47.28,46.68,47.14,103.64,4882.46
2018-04-06 12-AM,NEOUSD,47.31,47.47,46.68,47.29,167.34,7892.36
2018-04-05 11-PM,NEOUSD,47.18,47.47,46.68,47.31,79.22,3738.66
2018-04-05 10-PM,NEOUSD,46.98,47.18,46.67,47.18,331.98,15600.69
2018-04-05 09-PM,NEOUSD,46.7,47,46.08,46.98,393.33,18339.86
2018-04-05 08-PM,NEOUSD,46.9,47,46.4,46.7,675.75,31684.98
2018-04-05 07-PM,NEOUSD,46.76,46.99,46.34,46.9,386.48,18088.38
2018-04-05 06-PM,NEOUSD,46.36,46.76,46.2,46.76,138.17,6386.84
2018-04-05 05-PM,NEOUSD,46.5,47,46.36,46.36,28.18,1311.75
2018-04-05 04-PM,NEOUSD,46.1,46.73,46,46.5,583.39,27033.92
2018-04-05 03-PM,NEOUSD,46.45,46.45,46.01,46.1,915.31,42208.81
2018-04-05 02-PM,NEOUSD,46.76,47.59,46.45,46.45,1364.53,64005.43
2018-04-05 01-PM,NEOUSD,46.3,47,45.52,46.76,931.58,43116.61
2018-04-05 12-PM,NEOUSD,46.5,46.79,45.82,46.3,617.28,28370.45
2018-04-05 11-AM,NEOUSD,46.55,47.17,46.34,46.5,388.69,18177.52
2018-04-05 10-AM,NEOUSD,47.41,47.43,46.5,46.55,289.09,13600.98
2018-04-05 09-AM,NEOUSD,47.5,47.5,46.93,47.41,593.18,28064.1
2018-04-05 08-AM,NEOUSD,46.35,47.5,46.34,47.5,576.55,27035.92
2018-04-05 07-AM,NEOUSD,46.97,47.33,46.35,46.35,1138.81,53167.52
2018-04-05 06-AM,NEOUSD,47.69,47.69,46.27,46.97,489.11,23052.63
2018-04-05 05-AM,NEOUSD,47.25,47.72,46.7,47.69,699.31,33093.54
2018-04-05 04-AM,NEOUSD,47.41,47.88,46.83,47.25,588.59,27984.74
2018-04-05 03-AM,NEOUSD,46.28,47.41,46,47.41,913.58,42361.45
2018-04-05 02-AM,NEOUSD,45.88,46.64,45.82,46.28,1975.21,91514.61
2018-04-05 01-AM,NEOUSD,46.55,46.8,45.88,45.88,920.92,42634.27
2018-04-05 12-AM,NEOUSD,47.37,47.65,46.55,46.55,569.61,26648.65
2018-04-04 11-PM,NEOUSD,47.51,47.74,46.66,47.37,461.71,21803.57
2018-04-04 10-PM,NEOUSD,47.8,47.8,46.55,47.51,408.32,19160.04
2018-04-04 09-PM,NEOUSD,47.59,47.8,47,47.8,418.49,19759.79
2018-04-04 08-PM,NEOUSD,47.8,48.47,47.52,47.59,898.66,43025.05
2018-04-04 07-PM,NEOUSD,47.25,47.8,46.82,47.8,845.57,40044.42
2018-04-04 06-PM,NEOUSD,47.34,47.69,46.61,47.25,1840.57,86641.47
2018-04-04 05-PM,NEOUSD,47.66,47.74,46.87,47.34,651.12,30817.65
2018-04-04 04-PM,NEOUSD,46.95,47.85,46.63,47.66,1490.33,70152.99
2018-04-04 03-PM,NEOUSD,47.14,47.85,46.5,46.95,681.9,32206.59
2018-04-04 02-PM,NEOUSD,49.13,49.13,47.14,47.14,4476.08,214252.03
2018-04-04 01-PM,NEOUSD,48.62,49.64,48.62,49.13,475.8,23403.99
2018-04-04 12-PM,NEOUSD,49,49.14,48.5,48.62,1328.93,64656.47
2018-04-04 11-AM,NEOUSD,48.95,49.14,48,49,1226.42,59544.78
2018-04-04 10-AM,NEOUSD,49.14,49.79,48.66,48.95,966.31,47507.98
2018-04-04 09-AM,NEOUSD,51,51,48.6,49.14,5121.68,253474.46
2018-04-04 08-AM,NEOUSD,51.08,51.66,50.78,51,334.11,17059.67
2018-04-04 07-AM,NEOUSD,51.74,51.92,51.08,51.08,1504.06,77333.86
2018-04-04 06-AM,NEOUSD,52.03,52.03,51.41,51.74,955.19,49345.1
2018-04-04 05-AM,NEOUSD,50.89,52.18,50.79,52.03,906.88,46738.7
2018-04-04 04-AM,NEOUSD,50.89,51.34,50.89,50.89,122.57,6248.32
2018-04-04 03-AM,NEOUSD,51.02,51.88,50.87,50.89,392.5,20164.75
2018-04-04 02-AM,NEOUSD,51.84,52.18,50.7,51.02,1612.8,82622.08
2018-04-04 01-AM,NEOUSD,53.35,53.49,51.67,51.84,2822.54,147844.93
2018-04-04 12-AM,NEOUSD,53.87,53.87,53.02,53.35,631.37,33590.96
2018-04-03 11-PM,NEOUSD,52.66,53.87,52.66,53.87,115.81,6188.35
2018-04-03 10-PM,NEOUSD,53.49,53.6,52.49,52.66,322.06,17038.55
2018-04-03 09-PM,NEOUSD,53.1,53.63,52.3,53.49,645.45,34082.15
2018-04-03 08-PM,NEOUSD,53.69,54.15,52.53,53.1,657.45,35188.84
2018-04-03 07-PM,NEOUSD,53.62,54.04,52.89,53.69,1806.58,96843.28
2018-04-03 06-PM,NEOUSD,52.66,53.63,52.26,53.62,963.82,51224.48
2018-04-03 05-PM,NEOUSD,52.5,52.79,52,52.66,597.36,31262.87
2018-04-03 04-PM,NEOUSD,52.24,52.9,51.75,52.5,758.06,39688.91
2018-04-03 03-PM,NEOUSD,52.29,52.52,51.87,52.24,453.66,23668.59
2018-04-03 02-PM,NEOUSD,52,52.29,51.5,52.29,114.25,5921.53
2018-04-03 01-PM,NEOUSD,52.21,52.95,51.48,52,1853.95,96915.98
2018-04-03 12-PM,NEOUSD,51.3,52.46,51.3,52.21,1351.4,70278.13
2018-04-03 11-AM,NEOUSD,51.42,52.06,51.1,51.3,6823.23,354925.01
2018-04-03 10-AM,NEOUSD,52.04,52.4,51.1,51.42,1143.97,59202.48
2018-04-03 09-AM,NEOUSD,51.6,52.12,51.5,52.04,778.08,40305.43
2018-04-03 08-AM,NEOUSD,52.55,52.69,51.5,51.6,1761.58,92305.13
2018-04-03 07-AM,NEOUSD,51.35,52.67,51.04,52.55,2074.76,108253.32
2018-04-03 06-AM,NEOUSD,51.5,51.6,51.02,51.35,564.15,28972.26
2018-04-03 05-AM,NEOUSD,51.08,51.68,50.5,51.5,2278.03,116731.05
2018-04-03 04-AM,NEOUSD,49.58,51.3,49.58,51.08,3462.7,175008.53
2018-04-03 03-AM,NEOUSD,49.5,49.7,49.01,49.58,624.86,30960.09
2018-04-03 02-AM,NEOUSD,48.33,49.7,48.33,49.5,879,42778.39
2018-04-03 01-AM,NEOUSD,48.93,48.93,48.27,48.33,314.41,15242.31
2018-04-03 12-AM,NEOUSD,48.5,49.4,48.5,48.93,1174.43,57609.23
2018-04-02 11-PM,NEOUSD,48.48,49.04,48.36,48.5,312.85,15243.21
2018-04-02 10-PM,NEOUSD,47.96,49.23,47.96,48.48,584.1,28553.71
2018-04-02 09-PM,NEOUSD,47.8,48.56,47.52,47.96,50.88,2439.45
2018-04-02 08-PM,NEOUSD,48.03,48.88,47.5,47.8,146.51,7013.95
2018-04-02 07-PM,NEOUSD,48.65,48.88,48,48.03,1623.67,78289.69
2018-04-02 06-PM,NEOUSD,48.7,48.89,48.45,48.65,435.73,21208.98
2018-04-02 05-PM,NEOUSD,48.89,48.89,48.42,48.7,257.88,12535.5
2018-04-02 04-PM,NEOUSD,49.01,49.4,48.4,48.89,1390.56,67645.04
2018-04-02 03-PM,NEOUSD,48,49.58,48,49.01,376.17,18321
2018-04-02 02-PM,NEOUSD,49.41,49.41,47.76,48,2493.35,120327.42
2018-04-02 01-PM,NEOUSD,48.89,49.5,48.6,49.41,823.17,40312.2
2018-04-02 12-PM,NEOUSD,49.5,49.5,48.42,48.89,449.53,22041.39
2018-04-02 11-AM,NEOUSD,49.77,50.12,49.06,49.5,1466.25,72943.47
2018-04-02 10-AM,NEOUSD,48.85,49.77,48.48,49.77,1342.7,65759.58
2018-04-02 09-AM,NEOUSD,48.8,48.89,48.42,48.85,776.92,37935.43
2018-04-02 08-AM,NEOUSD,48.81,48.89,48.48,48.8,934.11,45555.6
2018-04-02 07-AM,NEOUSD,47.41,48.89,47.06,48.81,581.62,28117.84
2018-04-02 06-AM,NEOUSD,48,48,47.32,47.41,113.95,5416.9
2018-04-02 05-AM,NEOUSD,47.27,48,46.85,48,702.6,33597.8
2018-04-02 04-AM,NEOUSD,48.3,48.3,47.27,47.27,827.87,39620.43
2018-04-02 03-AM,NEOUSD,48.2,48.3,47.73,48.3,794.25,38341.63
2018-04-02 02-AM,NEOUSD,47.12,48.2,47.12,48.2,103.76,4954.65
2018-04-02 01-AM,NEOUSD,48,48.28,47.11,47.12,518.66,24849.95
2018-04-02 12-AM,NEOUSD,47.49,48.28,46.7,48,701.49,33607.25
2018-04-01 11-PM,NEOUSD,46.97,47.49,46.95,47.49,381.48,17976.29
2018-04-01 10-PM,NEOUSD,47.9,47.9,46.63,46.97,621.78,29218.77
2018-04-01 09-PM,NEOUSD,48.55,48.55,47.49,47.9,291.41,14033.28
2018-04-01 08-PM,NEOUSD,48,48.71,47.67,48.55,1796,86758.32
2018-04-01 07-PM,NEOUSD,47.9,48.89,47.9,48,1419.48,68741.26
2018-04-01 06-PM,NEOUSD,48.2,48.2,47.01,47.9,1462.62,69723.69
2018-04-01 05-PM,NEOUSD,47.91,48.2,47.5,48.2,1868.63,89625.57
2018-04-01 04-PM,NEOUSD,45,48.5,45,47.91,6371.5,301493.84
2018-04-01 03-PM,NEOUSD,45.5,45.94,45,45,2264.93,102364.5
2018-04-01 02-PM,NEOUSD,46.42,46.42,45.11,45.5,2595.28,117998.22
2018-04-01 01-PM,NEOUSD,46.77,47,45.66,46.42,3040.89,140125.32
2018-04-01 12-PM,NEOUSD,47,47.15,46.7,46.77,400.33,18758.62
2018-04-01 11-AM,NEOUSD,47.81,47.81,47,47,672.09,31608.49
2018-04-01 10-AM,NEOUSD,47.89,48.05,47.23,47.81,285.57,13575.87
2018-04-01 09-AM,NEOUSD,48,48,47,47.89,778.08,36739.71
2018-04-01 08-AM,NEOUSD,47.9,48.47,47.59,48,665.87,31932.67
2018-04-01 07-AM,NEOUSD,49.2,49.2,47.7,47.9,1486.56,71826.12
2018-04-01 06-AM,NEOUSD,50.02,50.02,49.2,49.2,184.79,9152.74
2018-04-01 05-AM,NEOUSD,49.99,50.03,49.22,50.02,451.3,22439.2
2018-04-01 04-AM,NEOUSD,49.59,49.99,49.59,49.99,20.07,995.43
2018-04-01 03-AM,NEOUSD,49.7,50.03,49.36,49.59,340.59,16843.37
2018-04-01 02-AM,NEOUSD,50.53,50.53,49.7,49.7,371.89,18556.41
2018-04-01 01-AM,NEOUSD,50.53,50.53,50.03,50.53,103.04,5199.9
2018-04-01 12-AM,NEOUSD,50.22,50.55,50.22,50.53,92.68,4660.33
2018-03-31 11-PM,NEOUSD,50.35,50.35,49.83,50.22,16.86,844.66
2018-03-31 10-PM,NEOUSD,49.85,50.53,49.75,50.35,601.2,30064.86
2018-03-31 09-PM,NEOUSD,50.2,50.2,49.85,49.85,648.78,32433.14
2018-03-31 08-PM,NEOUSD,50.5,50.97,50.05,50.2,1241.17,62253.97
2018-03-31 07-PM,NEOUSD,50.6,50.98,50.5,50.5,193.85,9823.51
2018-03-31 06-PM,NEOUSD,51.34,51.4,50.6,50.6,175.85,8985.45
2018-03-31 05-PM,NEOUSD,51.43,51.43,50.6,51.34,301.6,15423.75
2018-03-31 04-PM,NEOUSD,51,51.63,51,51.43,540.59,27848.58
2018-03-31 03-PM,NEOUSD,50.85,51.05,50.2,51,2190.54,110619.2
2018-03-31 02-PM,NEOUSD,50.7,50.85,50.2,50.85,580.5,29325.25
2018-03-31 01-PM,NEOUSD,51.3,51.3,50.42,50.7,949.6,48430.2
2018-03-31 12-PM,NEOUSD,51.31,51.8,50.57,51.3,819.89,41973.56
2018-03-31 11-AM,NEOUSD,51.38,51.86,50.82,51.31,422,21588.1
2018-03-31 10-AM,NEOUSD,51.31,52.17,51,51.38,1006.82,52125.68
2018-03-31 09-AM,NEOUSD,50.6,51.35,50.42,51.31,1641.85,83256.01
2018-03-31 08-AM,NEOUSD,50.24,51.46,49.82,50.6,1133.2,57455.13
2018-03-31 07-AM,NEOUSD,49.56,50.26,49.56,50.24,147.22,7345.79
2018-03-31 06-AM,NEOUSD,50.55,51.05,49.56,49.56,1165.51,58839.79
2018-03-31 05-AM,NEOUSD,52,52,50.4,50.55,262.12,13360.49
2018-03-31 04-AM,NEOUSD,51.32,52,51.09,52,1435.64,73784.5
2018-03-31 03-AM,NEOUSD,52.42,52.42,51.32,51.32,264.69,13646.39
2018-03-31 02-AM,NEOUSD,52.5,52.9,51.6,52.42,597.6,31286.17
2018-03-31 01-AM,NEOUSD,51.7,52.7,51.1,52.5,1200.24,62782.68
2018-03-31 12-AM,NEOUSD,49.86,51.95,49.86,51.7,1210.55,62256.8
2018-03-30 11-PM,NEOUSD,50,50.53,49.73,49.86,182.64,9166.94
2018-03-30 10-PM,NEOUSD,51.15,51.2,49.52,50,397.9,19882.72
2018-03-30 09-PM,NEOUSD,50,51.15,49.94,51.15,373.96,18932.94
2018-03-30 08-PM,NEOUSD,49.68,50.5,49.52,50,692.56,34518.74
2018-03-30 07-PM,NEOUSD,49.57,50.2,49.57,49.68,364.84,18230.69
2018-03-30 06-PM,NEOUSD,49.7,50.07,48.82,49.57,611.52,30190.32
2018-03-30 05-PM,NEOUSD,49.14,49.7,48.87,49.7,971.15,47660.18
2018-03-30 04-PM,NEOUSD,50.35,50.35,48.97,49.14,962.94,47667.15
2018-03-30 03-PM,NEOUSD,50.23,50.35,49,50.35,3652.4,180668.15
2018-03-30 02-PM,NEOUSD,50.1,50.6,49.73,50.23,591.7,29596.53
2018-03-30 01-PM,NEOUSD,51.5,51.5,49.69,50.1,2075.89,104018.95
2018-03-30 12-PM,NEOUSD,51.66,51.66,50.7,51.5,644.69,32862.61
2018-03-30 11-AM,NEOUSD,50.33,52,50.33,51.66,1305.2,67026.99
2018-03-30 10-AM,NEOUSD,51.52,52.5,50.33,50.33,3159.93,161980.83
2018-03-30 09-AM,NEOUSD,52.38,53.01,51.52,51.52,455.13,23644.11
2018-03-30 08-AM,NEOUSD,53.12,54,52.38,52.38,995.47,52916.31
2018-03-30 07-AM,NEOUSD,51.95,53.68,50.69,53.12,1205.3,63521.55
2018-03-30 06-AM,NEOUSD,53.11,53.12,51,51.95,1629.14,85257.02
2018-03-30 05-AM,NEOUSD,49.29,53.12,49.29,53.11,5212.75,266206.38
2018-03-30 04-AM,NEOUSD,50.67,50.67,48.93,49.29,1268.23,62518.94
2018-03-30 03-AM,NEOUSD,50.2,51.31,49.8,50.67,1909.71,96492.57
2018-03-30 02-AM,NEOUSD,50.98,52,49.26,50.2,2892.81,144954.41
2018-03-30 01-AM,NEOUSD,49.06,51.34,48.75,50.98,3398.35,168566.71
2018-03-30 12-AM,NEOUSD,51.75,52.21,48.48,49.06,6566.5,325765.37
2018-03-29 11-PM,NEOUSD,52.88,53.52,51.75,51.75,489.36,25651.04
2018-03-29 10-PM,NEOUSD,51.75,54.81,51.75,52.88,2415.3,129634.76
2018-03-29 09-PM,NEOUSD,51.6,53.8,51,51.75,7550.48,393442.26
2018-03-29 08-PM,NEOUSD,52.5,52.75,51.6,51.6,1887.86,98159.07
2018-03-29 07-PM,NEOUSD,53.45,53.92,52.5,52.5,598.54,31780.71
2018-03-29 06-PM,NEOUSD,53.2,53.82,52.8,53.45,986.68,52414.03
2018-03-29 05-PM,NEOUSD,54.14,54.63,53.2,53.2,598.45,32189.56
2018-03-29 04-PM,NEOUSD,53.36,54.9,53.36,54.14,1801.61,97539.91
2018-03-29 03-PM,NEOUSD,53.03,53.42,52.2,53.36,1224.11,64747.95
2018-03-29 02-PM,NEOUSD,52.2,53.99,51.93,53.03,2297.44,120682.01
2018-03-29 01-PM,NEOUSD,53.3,53.3,52,52.2,1859.15,98259.21
2018-03-29 12-PM,NEOUSD,52.56,54,52.56,53.3,841.92,45095.41
2018-03-29 11-AM,NEOUSD,52.35,53.04,52,52.56,1725.18,90379.93
2018-03-29 10-AM,NEOUSD,53.4,53.81,52.32,52.35,1095.79,57981.25
2018-03-29 09-AM,NEOUSD,54,54.35,53,53.4,990.22,53133.66
2018-03-29 08-AM,NEOUSD,53.4,54.06,53.08,54,1632.22,87479
2018-03-29 07-AM,NEOUSD,54.12,54.47,53.2,53.4,1533.48,82210.32
2018-03-29 06-AM,NEOUSD,53.5,54.63,53.39,54.12,1115.76,60307.98
2018-03-29 05-AM,NEOUSD,54.3,55.25,53.39,53.5,2950.97,160446.21
2018-03-29 04-AM,NEOUSD,56,56.4,54.01,54.3,4704.01,257767.01
2018-03-29 03-AM,NEOUSD,56.52,56.78,55.82,56,188.3,10573
2018-03-29 02-AM,NEOUSD,56.59,56.95,56.25,56.52,640.7,36295.17
2018-03-29 01-AM,NEOUSD,57.26,57.26,56.59,56.59,459.38,26186.18
2018-03-29 12-AM,NEOUSD,57.02,57.29,56.7,57.26,157.82,9008.3
2018-03-28 11-PM,NEOUSD,57.43,57.72,56.7,57.02,337.86,19235.19
2018-03-28 10-PM,NEOUSD,56.57,57.79,56.57,57.43,679.74,38785.79
2018-03-28 09-PM,NEOUSD,57.01,57.63,56.47,56.57,275.32,15713.99
2018-03-28 08-PM,NEOUSD,56.8,57.41,56.79,57.01,91.71,5243.76
2018-03-28 07-PM,NEOUSD,57.41,57.41,56.58,56.8,221.61,12598.14
2018-03-28 06-PM,NEOUSD,57.23,57.66,56.55,57.41,693.01,39663.8
2018-03-28 05-PM,NEOUSD,56.7,57.48,56.45,57.23,374,21315.83
2018-03-28 04-PM,NEOUSD,56.74,57.28,56.41,56.7,716.76,40897.54
2018-03-28 03-PM,NEOUSD,56.74,57.4,56.38,56.74,273.79,15597.98
2018-03-28 02-PM,NEOUSD,58,58,56.5,56.74,1565.21,89443.05
2018-03-28 01-PM,NEOUSD,57.66,58.53,57.66,58,509.49,29561.55
2018-03-28 12-PM,NEOUSD,58.92,59.2,57.61,57.66,702.07,40854.8
2018-03-28 11-AM,NEOUSD,58.84,59.95,58.45,58.92,1593.75,93844.99
2018-03-28 10-AM,NEOUSD,59.71,59.95,58.41,58.84,1086.06,64161.41
2018-03-28 09-AM,NEOUSD,57.58,59.71,57.58,59.71,2760.2,162406.94
2018-03-28 08-AM,NEOUSD,57.2,57.58,56.85,57.58,373.83,21379.86
2018-03-28 07-AM,NEOUSD,58,58.67,57.04,57.2,748.73,43035.17
2018-03-28 06-AM,NEOUSD,56.6,58,56.5,58,1450.08,83435.91
2018-03-28 05-AM,NEOUSD,57.13,57.23,56.5,56.6,379.86,21665.15
2018-03-28 04-AM,NEOUSD,57,57.24,56.55,57.13,292.4,16698.87
2018-03-28 03-AM,NEOUSD,56.49,57.28,56.4,57,122.98,7007.05
2018-03-28 02-AM,NEOUSD,56.4,56.8,55.52,56.49,392.42,22054.24
2018-03-28 01-AM,NEOUSD,55.84,56.59,55.52,56.4,377.24,21200.53
2018-03-28 12-AM,NEOUSD,54.87,56.24,54.86,55.84,879.56,48955.89
2018-03-27 11-PM,NEOUSD,57.83,57.83,54.87,54.87,2694.21,149968.96
2018-03-27 10-PM,NEOUSD,58,58.46,56.56,57.83,1366.38,78863.05
2018-03-27 09-PM,NEOUSD,58.75,58.75,57.73,58,638.94,37187.77
2018-03-27 08-PM,NEOUSD,56.72,59.28,56.37,58.75,1245.63,72425.97
